language_name_in_Kikuyu,language_name_in_Cambodian,language_name_in_Sarnami,language_name_in_Khoekhoegowab,language_name_in_Haitian,language_name_in_Tojolabal,language_name_in_Croatian,language_name_in_Herero,language_name_in_Serbian,language_name_in_Waray-Waray,language_name_in_Kikaonde,language_name_in_Kongo,language_name_in_Lhukonzo,language_name_in_Ukrainian,language_name_in_Kabyle,language_name_in_Aymara,language_name_in_Toba,language_id,language_name_in_Huastec,language_name_in_Hindi,language_name_in_Nzema,language_name_in_Ndonga,language_in_English,language_name_in_Kwanyama,language_name_in_Punjabi,language_name_in_Faeroese,language_name_in_Georgian,language_name_in_Greenlandic,language_name_in_Miskito,language_name_in_Hungarian,language_name_in_Efik,language_name_in_Rapa,language_name_in_Bicol,language_name_in_Afrikaans,language_name_in_Armenian,language_name_in_Wolaita,language_name_in_Huave,language_name_in_Kikamba,language_name_in_Hausa,language_name_in_Amharic,language_name_in_Norwegian,language_name_in_Kisonge,language_name_in_Nahuatl,language_name_in_Nepali,language_name_in_Solomon,language_name_in_Kirghiz,language_name_in_Ndebele,language_name_in_Rarotongan,language_name_in_Korean,language_name_in_Zapotec,language_name_in_Baoule,language_name_in_Dutch,language_name_in_Aukan,language_name_in_Tlapanec,language_name_in_Pangasinan,language_name_in_Russian,language_name_in_Ewe,language_name_in_Mauritian,language_name_in_Uruund,language_name_in_Voru,language_name_in_Spanish,language_name_in_Greek,language_name_in_Lingala,language_name_in_Estonian,language_name_in_Vezo,language_name_in_Rumanyo,language_name_in_Luganda,language_name_in_Lithuanian,language_name_in_Mayo,language_name_in_Lamba,language_name_in_Yoruba,language_name_in_Sepedi,language_name_in_Kinyarwanda,language_name_in_Dangme,language_name_in_Tarascan,language_name_in_Rutoro,language_name_in_Wayuunaiki,language_name_in_Mixtec,language_name_in_Cebuano,language_name_in_Sango,language_name_in_Quechua,language_name_in_Tiv,language_name_in_Guna,language_name_in_Maya,language_name_in_Sranantongo,language_name_in_Acholi,language_name_in_Xhosa,language_name_in_Tetum,language_name_in_Krio,language_name_in_Isoko,language_name_in_Oromo,language_name_in_Saramaccan,language_name_in_Quichua,language_name_in_Azerbaijani,language_name_in_Chin,language_name_in_Romanian,language_name_in_Bulgarian,language_name_in_Quiche,language_name_in_Kalenjin,language_name_in_Lahu,language_name_in_Mbunda,language_name_in_Swati,language_name_in_Tsonga,language_name_in_Kisi,language_name_in_Cinyanja,language_name_in_Shona,language_name_in_Newari,language_name_in_Slovenian,language_name_in_Zande,language_name_in_Tamil,language_name_in_Mambwe-Lungu,language_name_in_Icelandic,language_name_in_Runyankore,language_name_in_Guarani,language_name_in_Mongolian,language_name_in_Kiluba,language_name_in_Tagalog,language_name_in_Ngabere,language_name_in_Kwangali,language_name_in_Italian,language_name_in_Iloko,language_name_in_Portuguese,language_name_in_Hiligaynon,language_name_in_Tzotzil,language_name_in_Myanmar,language_name_in_Ateso,language_name_in_Finnish,language_name_in_Welsh,language_name_in_Zulu,language_name_in_Chol,language_name_in_Sesotho,language_name_in_Otomi,language_name_in_Mazatec,language_name_in_Tajiki,language_name_in_Kekchi,language_name_in_Mam,language_name_in_Lenje,language_name_in_Kalanga,language_name_in_Somali,language_name_in_Tarahumara,language_name_in_Vietnamese,language_name_in_Gujarati,language_name_in_Marathi,language_name_in_French,language_name_in_Sinhala,language_name_in_Frafra,language_name_in_Indonesian,language_name_in_Luvale,language_name_in_Tongan,language_name_in_Danish,language_name_in_Japanese,language_name_in_Niuean,language_name_in_Polish,language_name_in_Tankarana,language_name_in_Czech,language_name_in_Chinese,language_name_in_Garifuna,language_name_in_Maltese,language_name_in_Venda,language_name_in_Nuer,language_name_in_Sidama,language_name_in_Mayangna,language_name_in_Thai,language_name_in_Swahili,language_name_in_Luo,language_name_in_English,language_name_in_Latvian,language_name_in_Kazakh,language_name_in_Irish,language_name_in_Macedonian,language_name_in_Mixe,language_name_in_Tahitian,language_name_in_Samoan,language_name_in_Lugbara,language_name_in_Tatar,language_name_in_Albanian,language_name_in_Turkish,language_name_in_Totonac,language_name_in_Tswana,language_name_in_Slovak,language_name_in_Swedish,language_name_in_Ga,language_name_in_Kurdish,language_name_in_Twi,language_name_in_Tokelauan,language_name_in_Malagasy,language_name_in_Papiamento,language_name_in_Romany,language_name_in_Tzeltal,language_name_in_Cakchiquel,language_name_in_Wichi,language_name_in_German,language_name_in_Igbo,language_name_in_Ossetian,language_name_in_Mapudungun,language_name_in_Tigrinya,language_name_in_Seychelles
Kĩateso,Ateso,Ateso,Ateso,Ateso,ateso,ateso,Ateso,ateso,Ateso,Ateso,Ateso,Ateso,атесо,Ateso,Ateso,ateso,teo,ateso,अतीसो,Ateso,Ateso,Ateso,Ateso,ਆਟੇਸੋ,Ateso,ატესო,Teso,ateso,teszo,Ateso,ateso,Ateso,Ateso,Ատեսո,Ateso,ateso,Kĩteso,Ateso,አቴሶ,Teso,Ateso,ateso,अटेसो,Ateso,тесо,Ateso,Ateso,아테소어,ateso,Ateso,Ateso,Atesotongo,Ateso,Ateso,тесо,Ateso,Ateso,rudim,ateso,ateso,Ατέσο,Ateso,teso,Ateso,Ateso,Luteso,tesų,ateso,Ateso,Ateso,Seateso,Ateso,Ateso,ateso,Ateso,Ateso,Ateso,Ateso,Ateso,Ateso,Ateso,ateso,ateso,Atesotongo,Ateso,IsiAteso,Ateso,Ateso,Ateso,Ateesoo,Atesotongo,ateso,тесо,Ateso,Ateso,атесо,ateso,Ateso,Ateso,Ateso,Si-Ateso,Ateso,Ateso,Ciateso,Ateso,अटेसो,tesojščina,Ateso,அடெஸோ,Ateso,teso,Ateso,ateso,атесо,Kiateso,Ateso,ateso,Ruateso,teso,Ateso,Ateso,Ateso,ateso,အာတီဆို,Ateso,ateso,Ateso,Isi-Ateso,Ateso,Seateso,Ateso,ateso,тесо,ateso,ateso,Ciateso,Ateso,Ateso,ateso,Ateso,અટેસો,अटेसो,Ateso,Ateso,Ateso,Ateso,Ateso,Ateso,Teso,テソ語（アテソ語）,Ateso,teso,Ateso,teso,伊特索語,Ateso,Ateso,Ateso,Thok,Ateso,ateso,อาเตโซ,Kiteso,Ateso,Ateso,Teso,тесо,Ateso,атезо,ateso,Ateso,Ateso,Ateso,тесо,ateso,Ateso,ateso,Ateso,ateso,Ateso,Ateso,Atêsoyî,Ateso,Ateso,Ateso,Ateso,Atezo,ateso,ateso,ateso,Teso,Ateso,тесо,ateso,ኣቴሶ,Ateso
Kĩewe,អេវេ,Ewe,Ewe,Ewe,ewé,eve,Ewe,eve,Ewe,Ewe,Ewe,Ewe,еве,Ewe,Ewé,ewé,ee,ewé,एवे,Ewe,Ewe,Ewe,Ewe,ਏਵੀ,Eve,ევე,Ewe,ewé,eve,Ewe,ewé,Ewe,Ewe,Էվե,Ewe,ewé,Kĩewe,Ewe,ኤዌ,Ewe,Éwé,ewé,ईवी,Ewe,эве,Ewe,Ewe,에웨어,ewé,Ewé,Ewe,Ewetongo,Ewé,Ewe,эве,Ewe,Ewe,rudim,eve,ewé,Έβε,Éwé,eve,Éwé,Ewe,Ewe,evių,ewé,Ewe,Ewe,Seewe,Ewe,Ewe,ewé,Ewe,Ewé,Ewé,Ewe,Éwé,Ewé,Ewe,ewé,ewé,Ewetongo,Ewe,IsiEwe,Ewe,Ewe,Ewe,Ewee,Ewetongo,ewé,еве,Ewe,Ewe,еве,ewé,Ewe,Ewe,Ewe,Si-Ewe,Ewe,Ewe,Ciewe,Ewe,ईवी,evejščina,Ewe,ஏவே,Ewe,eve,Ewe,ewé,еве,Kiewe,Ewe,ewé,Ruewe,ewe,Ewe,Eve,Ewe,ewé,အေးဝေး,Ewe,ewe,Ewe,Isi-Ewe,Ewé,Seewe,Ewé,ewé,эве,ewé,ewé,Ciewe,Ewe,Ewe,ewé,Ewe,ઇવી,इवी,Éwé,Ewe,Ewe,Ewe,Ewe,Ewe,Ewe,エウェ語,Ewe,ewe,Éwé,eveština,埃維語,Ewé,Ewe,Ewe,Thok,Iwe,ewé,เอเว,Kiewe,Ewe,Ewe,Evu,эве,Ewe,еви,ewé,Éwé,Ewe,Ewe,эве,eve,Eve,ewé,Ewe,ewe,Ewe,Ewe,Êvêyî,Ewe,Ewe,Éwé,Ewe,Evi,ewé,ewé,ewé,Ewe,Ewe,эве,ewé,ኢወ,Ewe
Kĩvietnam,វៀតណាម,Vietnamees,Vietnamese,Vyetnamyen,vietnamita,vijetnamski,Vietnamese,vijetnamski,Vietnamese,Vietnamese,Vietnamese,Vietnamese,в’єтнамська,Vietnamese,Vietnamita,vietnamita,vi,vietnamita,वियतनामी,Vietnamese,Vietnamese,Vietnamese,Vietnamese,ਵੀਅਤਨਾਮੀ,Vjetnamesiskt,ვიეტნამური,Vietnamimiutut,vietnamita,vietnami,Usem,vietnamita,Vietnamese,Viëtnamees,Վիետնամերեն,Vetiname,vietnamita,Kĩvietinamu,Vietnamese,ቬትናምኛ,Vietnamesisk,Vietnamien,vietnamita,भियतनामिज,Vietnamese,вьетнам,Vietnamese,Vietnamese,베트남어,vietnamita,Vietnamien,Vietnamees,Vietnameisitongo,Vietnamita,Vietnamese,вьетнамский,Vietnamese,Vietnamese,rudim,vietnami,vietnamita,Βιετναμική,Vietnamien,vietnami,Vietnamianina,Vietnamese,Vietnamese,vietnamiečių,vietnamita,Vietnamese,Vietnamese,se-Vietnam,Ikiviyetinamu,Vietnamese,vietnamita,Vietnamese,Vietnamita,Vietnamita,Vietnamese,Vietnamien,Vietnamita,Vietnamese,vietnamita,vietnamita,Vietnameisitongo,Vietnamese,IsiVietnam,Vietnamita,Vietnamese,Vietnamese,Afaan,Vietnameisitongo,vietnamita,Вјетнам,Vietnam,Vietnameză,виетнамски,vietnamita,Vietnamese,viˆyehˆnamˍ,Vietnamese,SiVietnamese,Vietnamese,Vietnamese,Civyetinamizi,Vietnamese,भियतनामिज,vietnamščina,Vietnamese,வியட்னாமீஸ்,Vietnamese,víetnamska,Vietnamese,vietnamita,вьетнам,Kivietname,Vietnamese,vietnamita,Ruvietnamese,vietnamita,Vietnamese,Vietnamita,Vietnamese,vietnamita,ဗီယက်နမ်,Vietnamese,vietnam,Fietnameg,IsiVietnam,Vietnamita,Sevietnam,Vietnamita,vietnamita,ветнамӣ,vietnamita,vietnamita,Civietnamese,Vietnamese,Vietnamese,vietnamita,Việt,વિયેટનામીઝ,व्हिएतनामी,Vietnamien,Vietnamese,Vietnamese,Vietnam,Vietnamese,Vietnamese,Vietnamesisk,ベトナム語,Faka-Vieteneme,wietnamski,Vietnamianina,vietnamština,越南語,Vietnamita,Vjetnamiż,Vietnamese,Thok,Veetinaamete,vietnamita,เวียดนาม,Kivietnam,Vietnamese,Vietnamese,Vjetnamiešu,вьетнам,Vítneaimis,виетнамски,vietnamita,Vietnamien,Vietnamese,Vietnamese,вьетнам,vietnameze,Vietnam,vietnamita,Vietnamese,vietnamčina,Vietnamesiska,Vietnam,Viêtnamî,Vietnamese,Faka-Vietiname,Vietnamianina,Vietnames,Vietnamsko,vietnamita,vietnamita,vietnamita,Vietnamesisch,Vietnamese,вьетнаймаг,vietnamita,ቭየትናምኛ,Vietnamese
Kĩiceland,អ៊ីស្លង់,IJslands,Icelandic,Islandè,islandés,islandski,Icelandic,islandski,Icelandic,Icelandic,Icelandic,Icelandic,ісландська,Icelandic,Islandés,islandés,is,islandés,आइसलैंडिक,Icelandic,Icelandic,Icelandic,Icelandic,ਆਈਸਲੈਂਡੀ,Íslendskt,ისლანდიური,Islandimiutut,islandés,izlandi,Usem,islandés,Icelandic,Yslands,Իսլանդերեն,Ayslandde,islandés,Kĩaisilandi,Icelandic,አይስላንድኛ,Islandsk,Islandais,islandés,आइसल्याण्डिक,Icelandic,исланд,Icelandic,Icelandic,아이슬란드어,islandés,Islandais,IJslands,Ijslandtongo,Islandés,Icelandic,исландский,Icelandic,Icelandic,rudim,islandi,islandés,Ισλανδική,Islandais,islandi,Islandey,Icelandic,Icelandic,islandų,islandés,Icelandic,Icelandic,Seiceland,Igisilande,Icelandic,islandés,Icelandic,Islandés,Islandés,Icelandic,Islandais,Islandés,Icelandic,islandés,islandés,Ijslandtongo,Icelandic,Isi-Iceland,Izlandés,Icelandic,Icelandic,Afaan,Ijslandtongo,islandés,исланд,Iceland,Islandeză,исландски,islandés,Icelandic,Icelandic,Icelandic,Si-Icelandic,Icelandic,Icelandic,Ciicelandic,Icelandic,आइसल्याण्डिक,islandščina,Icelandic,ஐஸ்லாந்திக்,Icelandic,íslenska,Icelandic,islandés,исланд,Kiislande,Icelandic,islandés,Ruicelandic,islandese,Icelandic,Islandês,Icelandic,islandés,အိုက်စလန်,Icelandic,islanti,Islandeg,Isi-Iceland,Islandés,Seiceland,Islandés,islandés,исландӣ,islandés,islandés,Ciicelandic,Icelandic,Icelandic,islandés,Iceland,આઇસલૅન્ડિક,आइसलँडिक,Islandais,Icelandic,Icelandic,Islan,Icelandic,Icelandic,Islandsk,アイスランド語,Icelandic,islandzki,Islandey,islandština,冰島語,Islandés,Islandiż,Icelandic,Thok,Ayisilaandete,islandés,ไอซ์แลนด์,Kiiceland,Icelandic,Icelandic,Islandiešu,исланд,Íoslainnis,исландски,islandés,Islandais,Icelandic,Icelandic,исланд,islandisht,İzlanda,islandés,Icelandic,islandčina,Isländska,Iceland,Înlandyî,Icelandic,Icelandic,Islandey,Islandes,Islandsko,islandés,islandés,islandés,Isländisch,Icelandic,исландийаг,islandés,ኣይስላንድኛ,Icelandic
Gĩkabyle,Kabyle,Kabylisch,Kabyle,Kabil,cabilé,kabyle,Kabyle,kabilski,Kabyle,Kabyle,Kabyle,Kabyle,кабільська,Kabyle,Kabyle,cabilé,kab,cabilé,कबाइल,Kabyle,Kabyle,Kabyle,Kabyle,ਕਬਾਈਲ,Kabyle,კაბილე,Kabyli,cabilé,kabil,Kabyle,cabilé,Kabyle,Kabiels,Կաբիլ,Kabyle,cabilé,Kĩkambule,Kabyle,ከባይል,Kabylsk,Kabyle,cabilé,काबाइली,Kabyle,кабил,Kabyle,Kabyle,카바일어,cabilé,Kabyle,Kabylisch,Kabiletongo,Cabilé,Kabyle,кабильский,Kabyle,Kabyle,rudim,kabiili,cabilé,Καβιλική,Kabyle,kabiili,Kabyle,Kabyle,Kabyle,kabilų,cabilé,Kabyle,Kabyle,Sekabyle,Igikabile,Kabyle,cabilé,Kabyle,Cabilé,Cabilé,Kabyle,Kabyle,Cabilé,Kabyle,cabilé,cabilé,Kabiletongo,Kabyle,IsiKabyle,Kabyle,Kabyle,Kabyle,Kabaayil,Kabiletongo,cabilé,кабил,Kabyle,Kabyl,кабиле,cabilé,Kabyle,Kabyle,Kabyle,SiKabyle,Kabyle,Kabyle,Cikabyle,Kabyle,काबाइली,kabileščina,Kabyle,காபைலே,Kabyle,kabyle,Kabyle,cabilé,kabyle,Kikabile,Kabyle,cabilé,Rukabyle,cabilo,Kabyle,Cabila,Kabyle,cabilé,ကာဘိုင်လ်,Kabyle,kabyyli,Cabileg,IsiKabyle,Cabilé,Sekabyle,Cabilé,cabilé,кабилӣ,cabilé,cabilé,Cikabyle,Kabyle,Kabyle,cabilé,Kabyle,કબાઇલ,काबाईल,Kabyle,Kabyle,Kabyle,Kabyle,Kabyle,Kabyle,Kabylisk,カビル語,Kabyle,kabylski,Kabyle,kabylština,卡比爾語,Cabilé,Kabyle,Kabyle,Thok,Kabiili,cabilé,คาบีเล,Kikabyle,Kabyle,Kabyle,Kabilu,кабил,Kabyle,кабиле,cabilé,Kabyle,Kabyle,Kabyle,кабил,kabile,Kabiliye,cabilé,Kabyle,kabylčina,Kabyliska,Kabyle,Kabûlêî,Kabyle,Kabyle,Kabyle,Kabyle,Kabile,cabilé,cabilé,cabilé,Kabylisch,Kabyle,кабилаг,cabilé,ካቢለ,Kabyle
Kĩamharĩki,អាំហារិក,Amharisch,Amharic,Amarik,amárico,amharski,Amharic,amharski,Amharic,Amharic,Amharic,Amharic,амхарська,Amharic,Amárico,amárico,am,amárico,ऐमहैरिक,Amharic,Amharic,Amharic,Amharic,ਐਮਹੈਰਿਕ,Amhariskt,ამჰარული,Amharisut,amárico,amhara,Amharic,amárico,Amharic,Amharies,Ամհարերեն,Amaarattuwaa,amárico,Kĩamualiki,Amharic,አማርኛ,Amharisk,Amharique,amárico,आम्हारिक,Amharic,амхарик,Amharic,Amharic,암하라어,amárico,Amharique,Amharisch,Amhareisitongo,Amárico,Amharic,амхарский,Amharic,Amharic,rudim,amhara,amárico,Αμχαρική,Amharique,amhara,Amis,Amharic,Amharic,amharų,amárico,Amharic,Amharic,Seamharic,Icyamuharike,Amharic,amárico,Amharic,Amárico,Amárico,Amharic,Amharique,Amárico,Amharic,amárico,amárico,Amhareisitongo,Amharic,IsiAmharic,Amáriku,Amharic,Amharic,Amaariffa,Amhareisitongo,amárico,амһара,Amharic,Amharică,амхарски,amárico,Amharic,Amharic,Amharic,Si-Amharic,Amharic,Amharic,Ciamharic,Amharic,आम्हारिक,amharščina,Amharic,அம்ஹாரிக்,Amharic,amharíska,Amharic,amárico,амхар,Kiamarike,Amharic,amárico,Ruamharic,amarico,Amharic,Amárico,Amharic,amárico,အမ်ဟာရစ်,Amharic,amhara,Amhareg,Isi-Amharic,Amárico,Seamharike,Amárico,amárico,амхарӣ,amárico,amárico,Ciamharic,Amharic,Amharic,amárico,Amharic,આમહેરિક,अॅमहॅरिक,Amharique,Amharic,Amharic,Amhara,Amharic,Amharic,Amharisk,アムハラ語,Amharic,amharski,Amharique,amharština,阿姆哈拉語,Amárico,Amhariku,Amharic,Thok,Amaaru,amárico,อัมฮาริก,Kiamhara,Amharic,Amharic,Amharu,амхар,Amáiris,амхарски,amárico,Amharique,Amharic,Amharic,амхар,amharike,Amhara,amárico,Amharic,amharčina,Amhariska,Amharic,Amxarî,Amharic,Amharic,Amharique,Amáriko,Amharsko,amárico,amárico,amárico,Amharisch,Amharic,амхайраг,amárico,ኣምሓርኛ,Amharic
Kĩnuer,Nuer,Nuer,Nuer,Nouwè,nuer,nuer,Nuer,nuerski,Nuer,Nuer,Nuer,Nuer,нуер,Nuer,Nuer,nuer,nus,nuer,नूअर,Nuer,Nuer,Nuer,Nuer,ਨੂਅਰ,Nuer,ნუერი,Nuer,nuer,nuer,Nuer,nuer,Nuer,Nuer,Նուէր,Nuwere,nuer,Kĩnuea,Nuer,ኑዌር,Nuer,Nuer,nuer,नुएर,Nuer,нуэр,Nuer,Nuer,누에르어,nuer,Nuer,Nuer,Nuertongo,Nuer,Nuer,нуэр,Nuer,Nuer,rudim,nueri,nuer,Νούερ,Nuer,nueri,Nuer,Nuer,Nuer,nuerų,nuer,Nuer,Nuer,Senuer,Ikinuweri,Nuer,nuer,Nuer,Nuer,Nuer,Nuer,Nuer,Nuer,Nuer,nuer,nuer,Nuertongo,Nuer,IsiNuer,Nuer,Nuer,Nuer,Nuweer,Nuertongo,nuer,нуер,Nuer,Nuer,нуер,nuer,Nuer,Nuer,Nuer,SiNuer,Nuer,Nuer,Cinuer,Nuer,नुएर,nuerščina,Nuer,நூயேர்,Nuer,núer,Nuer,nuer,nuer,Kinuere,Nuer,nuer,Runuer,nuer,Nuer,Nuer,Nuer,nuer,နွီအာ,Nuer,nuer,Nwereg,IsiNuer,Nuer,Senuer,Nuer,nuer,нуэр,nuer,nuer,Cinuer,Nuer,Nuer,nuer,Nuer,નુઅર,न्यूर,Nuer,Nuer,Nuer,Nuer,Nuer,Nuer,Nuer,ヌエル語,Nuer,nuer,Nuer,nuerština,努埃爾語,Nuer,Nuer,Neur,Thok,Nuweri,nuer,นูเอร์,Kinuer,Nuer,Nuer,Nueru,нуэр,Nuer,нуер,nuer,Nuer,Nuer,Nuer,нуэр,nuere,Nuerce,nuer,Nuer,nuer,Nuer,Nuer,Nûerî,Nuer,Nuer,Nuer,Nuer,Nuer,nuer,nuer,nuer,Naadh,Nuer,нуэр,nuer,ኑወር,Nuer
Gĩswedish,ស៊ុយអែត,Zweeds,Swedish,Syedwa,sueco,švedski,Swedish,švedski,Swedish,Swedish,Swedish,Swedish,шведська,Swedish,Sueco,sueco,sv,sueco,स्वीडिश,Swedish,Swedish,Swedish,Swedish,ਸਵੀਡਨੀ,Svenskt,შვედური,Svenskisut,sueco,svéd,Usem,sueco,Swedish,Sweeds,Շվեդերեն,Suwidine,sueco,Kĩswindeni,Swedish,ስዊድንኛ,Svensk,Suédois,sueco,स्विडिस,Swedish,швед,Swedish,Swedish,스웨덴어,sueco,Suédois,Zweeds,Sweidsitongo,Sueco,Swedish,шведский,Swedish,Swedish,rudim,rootsi,sueco,Σουηδική,Suédois,rootsi,Soedoà,Swedish,Swedish,švedų,Sueco,Swedish,Swedish,Sesweden,Igisuwede,Swedish,sueco,Swedish,Sueco,Sueco,Swedish,Suédois,Sueco,Swedish,sueco,sueco,Sweidsitongo,Swedish,IsiSwedish,Sueku,Swedish,Swedish,Siwiidish,Sweidsitongo,sueco,Исвеч,Sweden,Suedeză,шведски,sueco,Swedish,Swedish,Swedish,SiSwedish,Swedish,Swedish,Ciswidishi,Swedish,स्विडिस,švedščina,Swedish,ஸ்வீடிஷ்,Swedish,sænska,Swedish,sueco,швед,Kisuedwa,Swedish,sueco,Rusiwede,svedese,Swedish,Sueco,Swedish,sueco,ဆွီဒင်,Swedish,ruotsi,Swedeg,IsiSwidi,Sueco,Seswedishe,Sueco,sueco,шведӣ,sueco,sueco,Ciswedish,Swedish,Swedish,sueco,Thụy,સ્વીડિશ,स्वीडिश,Suédois,Swedish,Swedish,Swensk,Swedish,Swedish,Svensk,スウェーデン語,Swedish,szwedzki,Soedoà,švédština,瑞典語,Sueco,Svediż,Swedish,Thok,Siwiidinete,sueco,สวีเดน,Kiswedi,Swedish,Swedish,Zviedru,швед,Sualainnis,шведски,sueco,Tuete,Suetena,Swedish,швед,suedisht,İsveççe,sueco,Swedish,švédčina,Svenska,Sweden,Swêdî,Swedish,Faka-Huetena,Soedoà,Sueko,Švedsko,sueco,sueco,sueco,Schwedisch,Swedish,шведаг,sueco,ሽወደንኛ,Swedish
Kĩaymara,Aymara,Aymará,Aymara,Aymara,aymara,ajmarski,Aymara,ajmara,Aymara,Aymara,Aymara,Aymara,аймара,Aymara,Aymara,aymara,ay,aymara,आइमरा,Aymara,Aymara,Aymara,Aymara,ਆਈਮਰਾ,Aimara,აიმარა,Aymara,aymara,ajmara,Aymara,aymara,Aymara,Aymara,Այմարա,Aymare,aymara,Kĩaimala,Aymara,አይማራ,Aymara,Aymara,aymara,आएमारा,Aymara,аймара,Aymara,Aymara,아이마라어,aymara,Aymara,Aymará,Aymaratongo,Aymara,Aymara,аймара,Aymara,Aymara,rudim,aimara,aymara,Αϊμάρα,Aymara,aimara,Aymara,Aymara,Aymara,aimarų,aymara,Aymara,Aymara,Seaymara,Ayimara,Aymara,aymara,Aymara,Aymara,Aymara,Aymara,Aymara,Aymara,Aymara,aymara,aymara,Aymaratongo,Aymara,IsiAymara,Aymara,Aymara,Aymara,Aymaaraa,Aymaratongo,aymara,ајмара,Aymara,Aymara,аймара,aymara,Aymara,Aymara,Aymara,Si-Aymara,Aymara,Aymara,Ciaymara,Aymara,आएमारा,ajmaranščina,Aymara,ஐமரா,Aymara,aymará,Aymara,aymara,аймара,Kiaymara,Aymara,aymara,Ruaymara,aymará,Aymara,Aimará,Aymara,aymara,အေမာရာ,Aymara,aimara,Aimareg,Isi-Aymara,Aymara,Seaymara,Aymara,aymara,аймарагӣ,aymara,aymara,Ciaymara,Aymara,Aymara,aymara,Aymara,આયમરા,ऐमरा,Aymara,Aymara,Aymara,Aymara,Aymara,Aymara,Aymará,アイマラ語,Aymara,ajmara,Aymara,ajmarština,艾馬拉語,Aymara,Aymara,Aymara,Thok,Ayimara,aymara,ไอย์มารา,Kiaymara,Aymara,Aymara,Aimaru,аймара,Aidhmiris,ајмарски,aymara,Aymara,Aymara,Aymara,аймара,ajmare,Aymara,aymara,Aymara,aymarčina,Aymara,Aymara,Aymarî,Aymara,Aymara,Aymara,Aymara,Ajmarsko,aymara,aymara,aymara,Aymaranisch,Aymara,аймарӕ,aymara,ኣይማራ,Aymara
Gĩsarnami,Sarnami,Sarnami,Sarnami,Sanami,sarnami,sarnami,Sarnami,sarnami,Sarnami,Sarnami,Sarnami,Sarnami,сарнамі,Sarnami,Sarnami,sarnami,hns,v,सरनामी,Sarnami,Sarnami,Sarnami,Sarnami,ਸਾਰਨਾਮੀ,Sarnami,სარნამი,Sarnami,sarnami,sarnami,Sarnami,sarnami,Sarnami,Sarnami,Սանամի,Sarnami,sarnami,Kĩsalinami,Sarnami,ሳርናሚ,Sarnami,Sarnami,sarnami,सार्नामी,Sarnami,сарнами,Sarnami,Sarnami,사르나미어,sarnami,Sarnami,Sarnami,Sarnami,Sarnami,Sarnami,сарнами,Sarnami,Sarnami,rudim,sarnami,sarnami,Σαρνάμι,Sarnami,sarnami,Sarnami,Sarnami,Sarnami,bhodžpuri,Sarnami,Sarnami,Sarnami,Sesarnami,Igisarunami,Sarnami,sarnami,Sarnami,Sarnami,Sarnami,Sarnami,Sarnami,Sarnami,Sarnami,sarnami,sarnami,Sarnami,Sarnami,IsiSarnami,Sarnami,Sarnami,Sarnami,Saarnaamii,Sarnami,sarnami,сарнами,Sarnami,Sarnami,сарнами,sarnami,Sarnami,Sarnami,Sarnami,SiSarnami,Sarnami,Sarnami,Cisarnami,Sarnami,सार्नामी,sarnami,Sarnami,சார்நாமி,Sarnami,sarnami,Sarnami,sarnami,sarnami,Kisaranami,Sarnami,sarnami,Rusarnami,sarnami,Sarnami,Sarnami,Sarnami,sarnami,ဆာနာမီ,Sarnami,sarnami,Sarnami,IsiSarnami,Sarnami,Sesarnami,Sarnami,sarnami,сарнами,sarnami,sarnami,Cisarnami,Sarnami,Sarnami,sarnami,Sarnami,સરનામી,सरनामी,Sarnami,Sarnami,Sarnami,Sarnami,Sarnami,Sarnami,Sarnami,サルナミ語,Sarnami,sarnami,Sarnami,karibská,薩爾納米語,Sarnami,Sarnami,Sarnami,Thok,Sarnaami,sarnami,ซาร์นามิ,Sarnami,Sarnami,Sarnami,Sarnamu,сарнами,Sarnami,сарнами,sarnami,Sarnami,Sarnami,Sarnami,сарнами,sarnami,Sarnami,sarnami,Sarnami,sarnami,Sarnami,Sarnami,Sarnamî,Sarnami,Sarnami,Sarnami,Sarnami,Sarnami,sarnami,sarnami,sarnami,Sarnami,Sarnami,сарнами,sarnami,ሳርናሚ,Sarnami
